t_global_s,edge_idx,u,v,tau,delta_frac,frac,x,y,edge_distance,slowdown_idx,t_pred_s,e_pred_J,e_cum_J,ref_speed,ref_power_W,step_dist_m,Speed,accel_mps2
38,6,22,19,0.6666666865348816,0.19340087473392487,0.39146535098552704,-3.032348096352203,10.233211452462472,5.032394886016846,0.0,5.949921131134033,460.15045166015625,2917.152587890626,0.1943226935483871,0.0,0.3000000000000002,0.3000000000000002,-4.996003610813204e-16
39,6,22,19,0.8333333134651184,0.2808871567249298,0.6723525077104568,-3.0504374096033415,10.532665583751559,5.032394886016846,0.0,5.949921131134033,460.15045166015625,2993.8443298339853,0.258870528125,0.0,0.2999999999999993,0.2999999999999993,-8.881784197001252e-16
40,6,22,19,1.0,0.32764747738838196,1.0,-3.0660705983209016,10.832257979199976,5.032394886016846,0.0,5.949921131134033,460.15045166015625,3070.5360717773447,0.29063105,0.0,0.2999999999999999,0.2999999999999999,5.551115123125783e-16
41,7,19,17,0.20000000298023224,0.14611473679542542,0.14611473679542542,-3.0815847493770514,11.131856562502714,0.5200961232185364,0.0,5.024665832519531,389.8119201660156,3148.498455810548,0.298235528125,0.0,0.3000000000000004,0.3000000000000004,4.996003610813204e-16
42,7,19,17,0.4000000059604645,0.17140240967273712,0.31751714646816254,-3.0969561513859962,11.431462503699278,0.5200961232185364,0.0,5.024665832519531,389.8119201660156,3226.4608398437513,0.2974536903225806,0.0,0.2999999999999992,0.2999999999999992,-1.1657341758564144e-15
43,7,19,17,0.6000000238418579,0.20687264204025269,0.5243897885084152,-3.112152234275204,11.73107738828418,0.5200961232185364,0.0,5.024665832519531,389.8119201660156,3304.4232238769546,0.29796961875,0.0,0.3000000000000009,0.3000000000000009,1.6653345369377348e-15
44,7,19,17,0.800000011920929,0.24108752608299255,0.7654773145914078,-3.127141598840293,12.030702685864233,0.5200961232185364,0.0,5.024665832519531,389.8119201660156,3382.385607910158,0.29842160625,0.0,0.2999999999999997,0.2999999999999997,-1.1657341758564144e-15
45,7,19,17,1.0,0.23452268540859222,1.0,-3.1419279385876697,12.330338071219293,0.5200961232185364,0.0,5.024665832519531,389.8119201660156,3460.347991943361,0.2990867741935484,0.0,0.30000000000000043,0.30000000000000043,7.216449660063518e-16
46,8,17,10,0.20000000298023224,0.15997231006622314,0.15997231006622314,-3.1566885907799844,12.62997472309429,0.40302029252052307,0.0,4.694225788116455,368.08062744140625,3533.9641174316425,0.2982908387096774,0.0,0.30000000000000027,0.30000000000000027,-1.6653345369377348e-16
47,8,17,10,0.4000000059604645,0.19126766920089722,0.35123997926712036,-3.171417283280773,12.929612947653869,0.40302029252052307,0.0,4.694225788116455,368.08062744140625,3607.580242919924,0.298248815625,0.0,0.29999999999999977,0.29999999999999977,-4.996003610813204e-16
48,8,17,10,0.6000000238418579,0.2259002923965454,0.5771402716636658,-3.1861067014300795,13.229253100160896,0.40302029252052307,0.0,4.694225788116455,368.08062744140625,3681.196368408205,0.2985146625,0.0,0.2999999999999999,0.2999999999999999,1.1102230246251565e-16
49,8,17,10,0.800000011920929,0.24835015833377838,0.8254904299974442,-3.2007512582702558,13.528895448561377,0.40302029252052307,0.0,4.694225788116455,368.08062744140625,3754.8124938964866,0.29539049375,0.0,0.3000000000000001,0.3000000000000001,2.220446049250313e-16
50,8,17,10,1.0,0.17450957000255585,1.0,-3.215362915914481,13.828539403048845,0.40302029252052307,0.0,4.694225788116455,368.08062744140625,3828.428619384768,0.212876729032258,0.0,0.30000000000000004,0.30000000000000004,-5.551115123125783e-17
51,9,10,9,0.20000000298023224,0.13139525055885315,0.13139525055885315,-3.2276174349597815,14.12828900982585,0.3252691328525543,0.0,4.672234535217285,366.9435729980469,3901.8173339843775,0.1475556375,0.0,0.30000000000000027,0.30000000000000027,2.220446049250313e-16
52,9,10,9,0.4000000059604645,0.16546176373958588,0.296857014298439,-3.236717439156609,14.428150961269539,0.3252691328525543,0.0,4.672234535217285,366.9435729980469,3975.206048583987,0.1565427,0.0,0.3000000000000003,0.3000000000000003,5.551115123125783e-17
53,9,10,9,0.6000000238418579,0.2120603770017624,0.5089173913002014,-3.241524463483092,14.728112446325746,0.3252691328525543,0.0,4.672234535217285,366.9435729980469,4048.5947631835966,0.168348284375,0.0,0.30000000000000027,0.30000000000000027,-5.551115123125783e-17
54,9,10,9,0.800000011920929,0.222954660654068,0.7318720519542694,-3.241537823756427,15.028112446028251,0.3252691328525543,0.0,4.672234535217285,366.9435729980469,4121.983477783206,0.1359847258064516,0.0,0.30000000000000016,0.30000000000000016,-1.1102230246251565e-16
55,9,10,9,1.0,0.2681279182434082,1.0,-3.2354298846863707,15.328050261383895,0.3252691328525543,0.0,4.672234535217285,366.9435729980469,4195.372192382815,0.2578867,0.0,0.3000000000000001,0.3000000000000001,-5.551115123125783e-17
